,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
640,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazolidin-4-yl]pentanoic acid::Biotin::cid_171548::cid_253",Tyrosine-protein kinase ABL1,Homo sapiens,OC(=O)CCCC[C@H]1SC[C@H]2[C@@H]1NC(=O)N2,1.0
641,"5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazolidin-4-yl]pentanoic acid::Biotin::cid_171548::cid_253",Tyrosine-protein kinase ABL1,Homo sapiens,OC(=O)CCCC[C@H]1SC[C@H]2[C@@H]1NC(=O)N2,1.0
642,CHEBI:16709::Hexa-Betalin::M.V.I.-12::PYRIDOXINE::Pyridoxine::Vitamin B6,Bile salt export pump,Rattus norvegicus,OCc1c(CO)cnc(c1O)C.Cl,0.9210526315789473
643,CHEMBL2338331::L-Isocitrate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,0.7083333333333334
644,CHEBI:17521::QUINIC ACID::Quinic Acid::Rel-Quinic Acid,Beta amyloid A4 protein,Homo sapiens,O[C@@H]1CC(=C[C@H]([C@H]1O)O)C(=O)O,0.7931034482758621
645,"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one::CHEMBL45068::Phloretin::cid_4788",Serine/threonine-protein kinase 33,Homo sapiens,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,1.0
646,"3-phenyl-1-(2,4,6-trihydroxyphenyl)-1-propanone::3-phenyl-1-(2,4,6-trihydroxyphenyl)propan-1-one::3-phenyl-1-[2,4,6-tris(oxidanyl)phenyl]propan-1-one::MLS000863605::SMR000440736::cid_1226045",SUMO/sentrin specific peptidase family member 8,Homo sapiens,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,1.0
647,"3-phenyl-1-(2,4,6-trihydroxyphenyl)-1-propanone::3-phenyl-1-(2,4,6-trihydroxyphenyl)propan-1-one::3-phenyl-1-[2,4,6-tris(oxidanyl)phenyl]propan-1-one::MLS000863605::SMR000440736::cid_1226045",SUMO/sentrin specific peptidase family member 8,Homo sapiens,Oc1ccc(cc1)CCC(=O)c1c(O)cc(cc1O)O,1.0
648,CHEMBL41028,Carbonic anhydrase 12,Homo sapiens,O=C[C@@H]([C@@H]([C@H]([C@@H](O)C)O)O)O.O,0.7647058823529411
649,CHEMBL41028,Carbonic anhydrase 1,Homo sapiens,O=C[C@@H]([C@@H]([C@H]([C@@H](O)C)O)O)O.O,0.7647058823529411
650,CHEMBL41028,Carbonic anhydrase 2,Homo sapiens,O=C[C@@H]([C@@H]([C@H]([C@@H](O)C)O)O)O.O,0.7647058823529411
651,"(4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanoic acid::CDCA::CHENODIOL::Chenodeoxycholic Acid::US10208081, CDCA",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
652,"(2S,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(S)-methyl-BA derivative, 7a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
653,"(2R,4R)-4-[(1S,2S,5R,7S,9R,10R,11S,14R,15R)-5,9-dihydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]-2-methylpentanoic acid::23(R)-methyl-BA derivative, 8a",G-protein coupled bile acid receptor 1,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)[C@@H](O)C[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C,1.0
654,"3-indolepropionic acid::Acid, 7",Kynurenine Aminotransferase 1/Glutamine Transaminase K,Homo sapiens,OC(=O)CCCc1c[nH]c2c1cccc2,1.0
655,D-glucose::dextrose::glucose,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O.O,0.9655172413793104
656,CHEMBL423707,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O.O,0.9655172413793104
657,CHEMBL423707,Glycogen Phosphorylase (PYGL),Homo sapiens,OC[C@H]1O[C@H](O)[C@@H]([C@H]([C@@H]1O)O)O.O,0.9655172413793104
658,CYANOCOBALAMIN::Cobalamin::MLS002153809::RUVITE::SMR001233181::cid_25102581::vitamin B12,Apoptotic peptidase activating factor 1,Homo sapiens,OC[C@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O[C@@H](CNC(=O)CC[C@@]1(C)C2=N[C@H]([C@@H]1CC(=O)N)[C@]1(C)[N-]/C(=C(/C)\C3=N/C(=C\C4=N/C(=C\2/C)/[C@@H](CCC(=O)N)C4(C)C)/[C@H]([C@]3(C)CC(=O)N)CCC(=O)N)/[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C)[O-])O)n1cnc2c1cc(C)c(c2)C.[C-]#N.[Co+3],0.9565217391304348
659,CYANOCOBALAMIN::Cobalamin::MLS002153809::RUVITE::SMR001233181::cid_25102581::vitamin B12,Apoptotic peptidase activating factor 1,Homo sapiens,OC[C@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O[C@@H](CNC(=O)CC[C@@]1(C)C2=N[C@H]([C@@H]1CC(=O)N)[C@]1(C)[N-]/C(=C(/C)\C3=N/C(=C\C4=N/C(=C\2/C)/[C@@H](CCC(=O)N)C4(C)C)/[C@H]([C@]3(C)CC(=O)N)CCC(=O)N)/[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C)[O-])O)n1cnc2c1cc(C)c(c2)C.[C-]#N.[Co+3],0.9565217391304348
660,CYANOCOBALAMIN::Cobalamin::MLS002153809::RUVITE::SMR001233181::cid_25102581::vitamin B12,Caspase-9,Homo sapiens,OC[C@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O[C@@H](CNC(=O)CC[C@@]1(C)C2=N[C@H]([C@@H]1CC(=O)N)[C@]1(C)[N-]/C(=C(/C)\C3=N/C(=C\C4=N/C(=C\2/C)/[C@@H](CCC(=O)N)C4(C)C)/[C@H]([C@]3(C)CC(=O)N)CCC(=O)N)/[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)C)[O-])O)n1cnc2c1cc(C)c(c2)C.[C-]#N.[Co+3],0.9565217391304348
661,CHEMBL45::Melatonin::N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,Ribosyldihydronicotinamide dehydrogenase [quinone],Homo sapiens,COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2,1.0
662,CHEMBL45::Melatonin::N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,Ribosyldihydronicotinamide dehydrogenase [quinone],Homo sapiens,COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2,1.0
663,CHEMBL45::Melatonin::N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,Melatonin receptor,Homo sapiens,COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2,1.0
